bank,candidate,polarity,selected,selrank,layer,R,S,F,X,U,ratio
GSS,L01_SV58,negative,False,695,1,59,0,0,0,0,0.000
GSS,L01_SV58,positive,True,695,1,0,0,0,0,0,
GSS,L01_SV59,negative,True,1012,1,30,4,18,0,9,0.118
GSS,L01_SV59,positive,False,1012,1,23,0,1,0,0,0.000
GSS,L01_SV60,negative,False,1008,1,5,0,0,1,24,0.000
GSS,L01_SV60,positive,True,1008,1,59,3,2,0,0,0.048
GSS,L01_SV61,negative,True,39,1,47,0,0,0,4,0.000
GSS,L01_SV61,positive,False,39,1,16,10,2,0,8,0.385
GSS,L01_SV62,negative,True,1026,1,8,2,0,0,20,0.200
GSS,L01_SV62,positive,False,1026,1,28,0,0,0,0,0.000
GSS,L01_SV63,negative,False,1327,1,0,0,7,0,1,
GSS,L01_SV63,positive,True,1327,1,64,0,0,0,0,0.000
GSS,L01_SV64,negative,True,345,1,8,2,0,4,16,0.200
GSS,L01_SV64,positive,False,345,1,40,0,13,0,2,0.000
GSS,L02_SV01,negative,True,3,2,1,1,0,0,0,0.500
GSS,L02_SV01,positive,False,3,2,10,0,3,0,9,0.000
GSS,L02_SV02,negative,True,1460,2,0,0,64,0,0,
GSS,L02_SV02,positive,False,1460,2,49,0,0,0,14,0.000
GSS,L02_SV03,negative,False,424,2,0,0,64,0,0,
GSS,L02_SV03,positive,True,424,2,0,0,0,0,0,
GSS,L02_SV04,negative,False,1466,2,49,0,0,0,8,0.000
GSS,L02_SV04,positive,True,1466,2,38,0,26,0,0,0.000
GSS,L02_SV05,negative,False,701,2,40,5,1,0,5,0.111
GSS,L02_SV05,positive,True,701,2,0,0,0,0,0,
GSS,L02_SV06,negative,True,185,2,38,0,0,0,11,0.000
GSS,L02_SV06,positive,False,185,2,3,2,42,0,1,0.400
GSS,L02_SV07,negative,True,1212,2,4,0,17,0,1,0.000
GSS,L02_SV07,positive,False,1212,2,34,0,0,0,4,0.000
GSS,L02_SV08,negative,True,251,2,13,2,3,0,6,0.133
GSS,L02_SV08,positive,False,251,2,17,2,35,0,7,0.105
GSS,L02_SV09,negative,True,1319,2,0,0,0,0,0,
GSS,L02_SV09,positive,False,1319,2,30,1,24,0,9,0.032
GSS,L02_SV10,negative,False,527,2,12,2,33,0,0,0.143
GSS,L02_SV10,positive,True,527,2,14,0,0,0,45,0.000
GSS,L02_SV11,negative,False,294,2,14,1,1,0,6,0.067
GSS,L02_SV11,positive,True,294,2,6,6,13,0,5,0.500
GSS,L02_SV12,negative,False,802,2,43,5,14,0,2,0.104
GSS,L02_SV12,positive,True,802,2,23,0,0,1,27,0.000
GSS,L02_SV13,negative,True,500,2,37,2,0,0,25,0.051
GSS,L02_SV13,positive,False,500,2,16,0,23,0,0,0.000
GSS,L02_SV14,negative,True,1346,2,17,0,0,0,41,0.000
GSS,L02_SV14,positive,False,1346,2,28,0,3,5,0,0.000
GSS,L02_SV15,negative,False,216,2,1,0,3,0,0,0.000
GSS,L02_SV15,positive,True,216,2,35,1,6,0,17,0.028
GSS,L02_SV16,negative,True,1232,2,52,3,0,0,6,0.055
GSS,L02_SV16,positive,False,1232,2,2,0,38,0,2,0.000
GSS,L02_SV17,negative,False,1371,2,44,3,11,0,6,0.064
GSS,L02_SV17,positive,True,1371,2,0,0,0,0,0,
GSS,L02_SV18,negative,True,1419,2,0,1,63,0,0,1.000
GSS,L02_SV18,positive,False,1419,2,2,0,0,0,11,0.000
GSS,L02_SV19,negative,True,958,2,35,4,0,0,18,0.103
GSS,L02_SV19,positive,False,958,2,26,5,16,0,4,0.161
GSS,L02_SV20,negative,True,1068,2,35,19,1,0,5,0.352
GSS,L02_SV20,positive,False,1068,2,4,0,2,1,3,0.000
GSS,L02_SV21,negative,False,326,2,3,0,0,0,2,0.000
GSS,L02_SV21,positive,True,326,2,25,14,23,0,1,0.359
GSS,L02_SV22,negative,False,450,2,3,0,0,0,2,0.000
GSS,L02_SV22,positive,True,450,2,9,23,3,0,4,0.719
GSS,L02_SV23,negative,True,1395,2,14,35,0,0,15,0.714
GSS,L02_SV23,positive,False,1395,2,0,0,0,0,0,
GSS,L02_SV24,negative,True,1369,2,55,1,1,0,6,0.018
GSS,L02_SV24,positive,False,1369,2,29,0,0,0,17,0.000
GSS,L02_SV25,negative,True,1308,2,37,22,4,0,0,0.373
GSS,L02_SV25,positive,False,1308,2,2,5,8,1,0,0.714
GSS,L02_SV26,negative,True,1424,2,32,1,20,0,0,0.030
GSS,L02_SV26,positive,False,1424,2,0,0,1,0,2,
GSS,L02_SV27,negative,False,15,2,35,0,0,0,3,0.000
GSS,L02_SV27,positive,True,15,2,0,0,2,0,0,
GSS,L02_SV28,negative,True,1083,2,15,35,9,0,5,0.700
GSS,L02_SV28,positive,False,1083,2,25,0,0,0,2,0.000
GSS,L02_SV29,negative,False,1291,2,35,8,15,0,1,0.186
GSS,L02_SV29,positive,True,1291,2,24,0,1,0,8,0.000
GSS,L02_SV30,negative,False,769,2,64,0,0,0,0,0.000
GSS,L02_SV30,positive,True,769,2,0,0,0,0,1,
GSS,L02_SV31,negative,False,1233,2,8,43,2,0,0,0.843
GSS,L02_SV31,positive,True,1233,2,38,0,0,0,16,0.000
GSS,L02_SV32,negative,False,1408,2,19,3,39,0,3,0.136
GSS,L02_SV32,positive,True,1408,2,40,1,0,0,6,0.024
GSS,L02_SV33,negative,False,9,2,31,4,3,0,14,0.114
GSS,L02_SV33,positive,True,9,2,1,1,0,0,0,0.500
GSS,L02_SV34,negative,False,1181,2,4,4,54,0,0,0.500
GSS,L02_SV34,positive,True,1181,2,13,0,0,1,19,0.000
GSS,L02_SV35,negative,True,338,2,20,13,0,0,15,0.394
GSS,L02_SV35,positive,False,338,2,59,0,2,0,3,0.000
GSS,L02_SV36,negative,True,1270,2,62,0,0,0,0,0.000
GSS,L02_SV36,positive,False,1270,2,22,0,6,0,11,0.000
GSS,L02_SV37,negative,True,546,2,0,1,1,0,0,1.000
GSS,L02_SV37,positive,False,546,2,33,0,0,0,28,0.000
GSS,L02_SV38,negative,True,1251,2,7,24,33,0,0,0.774
GSS,L02_SV38,positive,False,1251,2,2,0,0,0,20,0.000
GSS,L02_SV39,negative,False,583,2,52,1,9,0,2,0.019
GSS,L02_SV39,positive,True,583,2,34,8,0,0,7,0.190
GSS,L02_SV40,negative,True,731,2,16,20,26,0,1,0.556
GSS,L02_SV40,positive,False,731,2,3,0,1,0,3,0.000
GSS,L02_SV41,negative,False,169,2,45,1,1,0,0,0.022
GSS,L02_SV41,positive,True,169,2,0,0,0,0,1,
GSS,L02_SV42,negative,False,1096,2,8,14,41,0,0,0.636
GSS,L02_SV42,positive,True,1096,2,15,0,0,0,15,0.000
GSS,L02_SV43,negative,False,1438,2,9,7,26,8,3,0.438
GSS,L02_SV43,positive,True,1438,2,39,5,6,0,6,0.114
GSS,L02_SV44,negative,False,1317,2,56,0,3,0,2,0.000
GSS,L02_SV44,positive,True,1317,2,1,0,0,0,3,0.000
GSS,L02_SV45,negative,True,1442,2,27,34,0,0,3,0.557
GSS,L02_SV45,positive,False,1442,2,2,0,0,0,3,0.000
GSS,L02_SV46,negative,False,905,2,0,0,3,0,0,
GSS,L02_SV46,positive,True,905,2,5,34,23,0,0,0.872
GSS,L02_SV47,negative,False,1009,2,14,1,8,0,2,0.067
GSS,L02_SV47,positive,True,1009,2,45,0,0,0,19,0.000
GSS,L02_SV48,negative,False,240,2,0,2,62,0,0,1.000
GSS,L02_SV48,positive,True,240,2,3,3,2,0,2,0.500
GSS,L02_SV49,negative,False,1312,2,0,1,63,0,0,1.000
GSS,L02_SV49,positive,True,1312,2,16,0,0,0,39,0.000
GSS,L02_SV50,negative,False,1389,2,36,11,16,0,0,0.234
GSS,L02_SV50,positive,True,1389,2,9,0,1,0,2,0.000
GSS,L02_SV51,negative,True,374,2,33,0,6,0,9,0.000
GSS,L02_SV51,positive,False,374,2,22,27,0,0,7,0.551
GSS,L02_SV52,negative,True,368,2,12,2,19,0,15,0.143
GSS,L02_SV52,positive,False,368,2,59,0,0,0,5,0.000
GSS,L02_SV53,negative,False,286,2,2,3,3,1,4,0.600
GSS,L02_SV53,positive,True,286,2,2,0,57,0,4,0.000
GSS,L02_SV54,negative,False,1179,2,0,0,57,0,0,
GSS,L02_SV54,positive,True,1179,2,5,0,0,0,4,0.000
GSS,L02_SV55,negative,True,1368,2,0,0,2,0,0,
GSS,L02_SV55,positive,False,1368,2,15,17,0,0,12,0.531
GSS,L02_SV56,negative,False,1374,2,57,0,1,0,3,0.000
GSS,L02_SV56,positive,True,1374,2,36,0,0,9,14,0.000
GSS,L02_SV57,negative,False,502,2,55,0,0,0,6,0.000
GSS,L02_SV57,positive,True,502,2,4,2,0,0,1,0.333
GSS,L02_SV58,negative,False,913,2,18,0,22,0,13,0.000
GSS,L02_SV58,positive,True,913,2,21,25,1,0,9,0.543
GSS,L02_SV59,negative,True,988,2,2,4,0,0,1,0.667
GSS,L02_SV59,positive,False,988,2,37,0,1,0,17,0.000
GSS,L02_SV60,negative,True,875,2,10,35,0,0,6,0.778
GSS,L02_SV60,positive,False,875,2,53,0,0,0,1,0.000
GSS,L02_SV61,negative,False,670,2,45,2,0,0,1,0.043
GSS,L02_SV61,positive,True,670,2,29,0,0,0,3,0.000
GSS,L02_SV62,negative,True,4,2,0,0,0,0,0,
GSS,L02_SV62,positive,False,4,2,31,0,26,0,1,0.000
GSS,L02_SV63,negative,True,1294,2,47,1,2,0,13,0.021
GSS,L02_SV63,positive,False,1294,2,52,0,0,0,0,0.000
GSS,L02_SV64,negative,False,200,2,43,5,11,0,2,0.104
GSS,L02_SV64,positive,True,200,2,22,22,3,0,4,0.500
GSS,L03_SV01,negative,False,20,3,0,0,63,0,0,
GSS,L03_SV01,positive,True,20,3,0,0,0,0,0,
GSS,L03_SV02,negative,True,1461,3,0,0,64,0,0,
GSS,L03_SV02,positive,False,1461,3,51,0,0,0,11,0.000
GSS,L03_SV03,negative,False,1272,3,50,1,3,0,3,0.020
GSS,L03_SV03,positive,True,1272,3,0,0,0,0,0,
GSS,L03_SV04,negative,False,1398,3,43,1,1,0,1,0.023
GSS,L03_SV04,positive,True,1398,3,0,0,0,0,0,
GSS,L03_SV05,negative,False,320,3,48,8,0,0,6,0.143
GSS,L03_SV05,positive,True,320,3,0,0,0,0,0,
GSS,L03_SV06,negative,False,584,3,42,12,8,0,2,0.222
GSS,L03_SV06,positive,True,584,3,0,0,0,0,1,
GSS,L03_SV07,negative,False,1385,3,0,0,1,0,0,
GSS,L03_SV07,positive,True,1385,3,33,0,0,0,30,0.000
GSS,L03_SV08,negative,True,1262,3,23,2,33,1,2,0.080
GSS,L03_SV08,positive,False,1262,3,3,0,0,0,0,0.000
GSS,L03_SV09,negative,False,561,3,24,1,39,0,0,0.040
GSS,L03_SV09,positive,True,561,3,14,0,0,1,20,0.000
GSS,L03_SV10,negative,True,1433,3,38,18,0,0,8,0.321
GSS,L03_SV10,positive,False,1433,3,7,0,0,0,4,0.000
GSS,L03_SV11,negative,False,1390,3,3,7,2,0,9,0.700
GSS,L03_SV11,positive,True,1390,3,57,1,2,1,0,0.017
GSS,L03_SV12,negative,True,1332,3,34,5,3,0,22,0.128
GSS,L03_SV12,positive,False,1332,3,0,0,16,0,0,
GSS,L03_SV13,negative,False,1227,3,5,1,1,0,31,0.167
GSS,L03_SV13,positive,True,1227,3,20,3,40,1,0,0.130
GSS,L03_SV14,negative,True,620,3,15,8,24,0,5,0.348
GSS,L03_SV14,positive,False,620,3,16,0,17,0,6,0.000
GSS,L03_SV15,negative,True,885,3,17,36,4,0,3,0.679
GSS,L03_SV15,positive,False,885,3,45,0,0,0,5,0.000
GSS,L03_SV16,negative,False,1397,3,24,7,22,0,6,0.226
GSS,L03_SV16,positive,True,1397,3,23,0,1,0,25,0.000
GSS,L03_SV17,negative,False,1404,3,3,0,60,0,0,0.000
GSS,L03_SV17,positive,True,1404,3,0,0,0,0,2,
GSS,L03_SV18,negative,True,801,3,1,0,0,0,0,0.000
GSS,L03_SV18,positive,False,801,3,14,0,8,0,1,0.000
GSS,L03_SV19,negative,False,1,3,43,0,0,0,21,0.000
GSS,L03_SV19,positive,True,1,3,0,0,0,0,0,
GSS,L03_SV20,negative,False,1358,3,0,0,32,0,0,
GSS,L03_SV20,positive,True,1358,3,34,3,10,0,14,0.081
GSS,L03_SV21,negative,False,1176,3,0,1,0,0,0,1.000
GSS,L03_SV21,positive,True,1176,3,12,0,48,0,1,0.000
GSS,L03_SV22,negative,False,573,3,6,11,1,0,12,0.647
GSS,L03_SV22,positive,True,573,3,62,0,0,0,1,0.000
GSS,L03_SV23,negative,True,1274,3,34,1,12,0,0,0.029
GSS,L03_SV23,positive,False,1274,3,27,0,0,0,21,0.000
GSS,L03_SV24,negative,False,996,3,17,6,8,0,3,0.261
GSS,L03_SV24,positive,True,996,3,22,0,0,0,19,0.000
GSS,L03_SV25,negative,True,849,3,25,0,0,24,4,0.000
GSS,L03_SV25,positive,False,849,3,21,13,29,0,0,0.382
GSS,L03_SV26,negative,False,658,3,51,0,0,0,7,0.000
GSS,L03_SV26,positive,True,658,3,16,8,1,0,14,0.333
GSS,L03_SV27,negative,False,233,3,26,2,13,0,6,0.071
GSS,L03_SV27,positive,True,233,3,25,2,0,0,35,0.074
GSS,L03_SV28,negative,False,823,3,3,4,10,0,7,0.571
GSS,L03_SV28,positive,True,823,3,61,0,0,0,1,0.000
GSS,L03_SV29,negative,False,1223,3,1,2,6,0,1,0.667
GSS,L03_SV29,positive,True,1223,3,43,10,1,0,8,0.189
GSS,L03_SV30,negative,False,663,3,56,0,4,0,2,0.000
GSS,L03_SV30,positive,True,663,3,27,18,1,0,8,0.400
GSS,L03_SV31,negative,True,427,3,16,9,0,0,6,0.360
GSS,L03_SV31,positive,False,427,3,24,0,27,0,4,0.000
GSS,L03_SV32,negative,True,231,3,1,13,6,0,2,0.929
GSS,L03_SV32,positive,False,231,3,53,0,0,0,9,0.000
GSS,L03_SV33,negative,True,737,3,1,0,0,0,2,0.000
GSS,L03_SV33,positive,False,737,3,9,2,50,0,0,0.182
GSS,L03_SV34,negative,False,1044,3,64,0,0,0,0,0.000
GSS,L03_SV34,positive,True,1044,3,45,0,0,0,3,0.000
GSS,L03_SV35,negative,True,341,3,7,43,0,0,13,0.860
GSS,L03_SV35,positive,False,341,3,50,0,5,0,6,0.000
GSS,L03_SV36,negative,False,58,3,15,9,19,2,6,0.375
GSS,L03_SV36,positive,True,58,3,63,0,0,0,0,0.000
GSS,L03_SV37,negative,True,192,3,47,0,0,0,13,0.000
GSS,L03_SV37,positive,False,192,3,1,19,2,0,3,0.950
GSS,L03_SV38,negative,True,1151,3,8,0,1,0,6,0.000
GSS,L03_SV38,positive,False,1151,3,6,0,2,0,4,0.000
GSS,L03_SV39,negative,True,1168,3,22,13,0,0,11,0.371
GSS,L03_SV39,positive,False,1168,3,8,48,0,0,8,0.857
GSS,L03_SV40,negative,True,1303,3,22,2,37,0,2,0.083
GSS,L03_SV40,positive,False,1303,3,7,10,44,0,2,0.588
GSS,L03_SV41,negative,True,855,3,1,0,46,0,0,0.000
GSS,L03_SV41,positive,False,855,3,22,0,1,2,21,0.000
GSS,L03_SV42,negative,False,940,3,35,0,12,0,10,0.000
GSS,L03_SV42,positive,True,940,3,12,4,13,0,4,0.250
GSS,L03_SV43,negative,False,474,3,34,0,18,0,2,0.000
GSS,L03_SV43,positive,True,474,3,6,30,1,0,25,0.833
GSS,L03_SV44,negative,True,382,3,19,0,33,0,5,0.000
GSS,L03_SV44,positive,False,382,3,38,4,0,0,17,0.095
GSS,L03_SV45,negative,False,1384,3,11,25,3,0,15,0.694
GSS,L03_SV45,positive,True,1384,3,48,0,2,0,6,0.000
GSS,L03_SV46,negative,True,1353,3,49,2,9,0,4,0.039
GSS,L03_SV46,positive,False,1353,3,26,0,0,0,2,0.000
GSS,L03_SV47,negative,True,96,3,59,4,0,0,0,0.063
GSS,L03_SV47,positive,False,96,3,44,0,0,0,7,0.000
GSS,L03_SV48,negative,True,655,3,58,0,0,0,6,0.000
GSS,L03_SV48,positive,False,655,3,20,2,9,0,11,0.091
GSS,L03_SV49,negative,True,1046,3,4,0,52,0,7,0.000
GSS,L03_SV49,positive,False,1046,3,44,0,0,0,14,0.000
GSS,L03_SV50,negative,True,761,3,25,6,1,0,15,0.194
GSS,L03_SV50,positive,False,761,3,1,0,29,0,1,0.000
GSS,L03_SV51,negative,True,628,3,56,0,0,0,3,0.000
GSS,L03_SV51,positive,False,628,3,4,1,1,5,5,0.200
GSS,L03_SV52,negative,False,813,3,52,0,0,0,4,0.000
GSS,L03_SV52,positive,True,813,3,12,22,0,0,2,0.647
GSS,L03_SV53,negative,False,814,3,0,6,2,0,5,1.000
GSS,L03_SV53,positive,True,814,3,53,0,0,0,6,0.000
GSS,L03_SV54,negative,True,899,3,54,0,0,0,6,0.000
GSS,L03_SV54,positive,False,899,3,52,2,1,0,5,0.037
GSS,L03_SV55,negative,True,243,3,1,0,53,0,1,0.000
GSS,L03_SV55,positive,False,243,3,40,0,0,0,9,0.000
GSS,L03_SV56,negative,False,623,3,33,2,6,0,11,0.057
GSS,L03_SV56,positive,True,623,3,63,0,0,0,1,0.000
GSS,L03_SV57,negative,True,638,3,26,24,0,0,6,0.480
GSS,L03_SV57,positive,False,638,3,38,0,0,0,5,0.000
GSS,L03_SV58,negative,False,624,3,43,0,5,0,15,0.000
GSS,L03_SV58,positive,True,624,3,0,0,64,0,0,
GSS,L03_SV59,negative,False,693,3,2,0,48,0,2,0.000
GSS,L03_SV59,positive,True,693,3,57,0,0,0,7,0.000
GSS,L03_SV60,negative,True,212,3,22,40,0,0,2,0.645
GSS,L03_SV60,positive,False,212,3,43,0,0,0,15,0.000
GSS,L03_SV61,negative,False,168,3,2,0,7,0,5,0.000
GSS,L03_SV61,positive,True,168,3,58,0,0,0,5,0.000
GSS,L03_SV62,negative,False,105,3,0,0,10,0,0,
GSS,L03_SV62,positive,True,105,3,52,0,0,0,11,0.000
GSS,L03_SV63,negative,True,742,3,52,4,0,0,4,0.071
GSS,L03_SV63,positive,False,742,3,0,2,24,0,0,1.000
GSS,L03_SV64,negative,False,728,3,38,0,0,0,10,0.000
GSS,L03_SV64,positive,True,728,3,61,0,0,0,0,0.000
GSS,L04_SV01,negative,False,128,4,0,0,64,0,0,
GSS,L04_SV01,positive,True,128,4,2,1,2,1,1,0.333
GSS,L04_SV02,negative,True,1463,4,0,0,64,0,0,
GSS,L04_SV02,positive,False,1463,4,49,0,0,0,13,0.000
GSS,L04_SV03,negative,True,979,4,0,0,4,0,0,
GSS,L04_SV03,positive,False,979,4,24,2,33,0,1,0.077
GSS,L04_SV04,negative,True,1471,4,51,0,0,0,2,0.000
GSS,L04_SV04,positive,False,1471,4,22,0,2,0,0,0.000
GSS,L04_SV05,negative,False,999,4,58,0,1,0,2,0.000
GSS,L04_SV05,positive,True,999,4,0,0,0,0,0,
GSS,L04_SV06,negative,False,318,4,40,2,7,0,12,0.048
GSS,L04_SV06,positive,True,318,4,0,0,0,0,1,
GSS,L04_SV07,negative,True,1211,4,6,4,1,0,0,0.400
GSS,L04_SV07,positive,False,1211,4,36,0,0,3,21,0.000
GSS,L04_SV08,negative,False,1066,4,6,5,28,0,0,0.455
GSS,L04_SV08,positive,True,1066,4,31,0,0,0,28,0.000
GSS,L04_SV09,negative,False,1289,4,45,1,18,0,0,0.022
GSS,L04_SV09,positive,True,1289,4,2,0,0,2,8,0.000
GSS,L04_SV10,negative,True,1355,4,34,6,0,0,23,0.150
GSS,L04_SV10,positive,False,1355,4,0,0,0,0,0,
GSS,L04_SV11,negative,True,1339,4,28,10,11,3,0,0.263
GSS,L04_SV11,positive,False,1339,4,9,1,3,0,24,0.100
GSS,L04_SV12,negative,True,1417,4,13,0,50,0,0,0.000
GSS,L04_SV12,positive,False,1417,4,1,0,0,0,2,0.000
GSS,L04_SV13,negative,False,1309,4,37,5,4,0,17,0.119
GSS,L04_SV13,positive,True,1309,4,0,0,0,0,0,
GSS,L04_SV14,negative,True,1257,4,29,15,11,0,2,0.341
GSS,L04_SV14,positive,False,1257,4,7,0,2,0,15,0.000
GSS,L04_SV15,negative,True,1201,4,24,35,1,0,3,0.593
GSS,L04_SV15,positive,False,1201,4,2,0,1,0,0,0.000
GSS,L04_SV16,negative,True,1219,4,0,0,0,0,0,
GSS,L04_SV16,positive,False,1219,4,33,1,12,0,15,0.029
GSS,L04_SV17,negative,False,554,4,31,0,5,1,6,0.000
GSS,L04_SV17,positive,True,554,4,6,7,3,0,2,0.538
GSS,L04_SV18,negative,True,158,4,4,1,0,0,0,0.200
GSS,L04_SV18,positive,False,158,4,1,1,4,0,2,0.500
GSS,L04_SV19,negative,False,422,4,62,0,1,0,1,0.000
GSS,L04_SV19,positive,True,422,4,3,28,2,0,12,0.903
GSS,L04_SV20,negative,False,114,4,35,0,17,0,6,0.000
GSS,L04_SV20,positive,True,114,4,0,1,1,0,0,1.000
GSS,L04_SV21,negative,False,1258,4,13,0,0,1,10,0.000
GSS,L04_SV21,positive,True,1258,4,8,3,50,0,1,0.273
GSS,L04_SV22,negative,True,98,4,46,3,5,0,4,0.061
GSS,L04_SV22,positive,False,98,4,4,9,27,0,3,0.692
GSS,L04_SV23,negative,False,591,4,51,0,0,0,7,0.000
GSS,L04_SV23,positive,True,591,4,2,4,2,0,0,0.667
GSS,L04_SV24,negative,True,521,4,55,0,0,0,5,0.000
GSS,L04_SV24,positive,False,521,4,12,47,1,0,3,0.797
GSS,L04_SV25,negative,False,404,4,46,10,0,0,1,0.179
GSS,L04_SV25,positive,True,404,4,8,0,0,0,4,0.000
GSS,L04_SV26,negative,True,818,4,22,3,0,0,37,0.120
GSS,L04_SV26,positive,False,818,4,11,15,2,0,11,0.577
GSS,L04_SV27,negative,False,29,4,57,0,0,0,2,0.000
GSS,L04_SV27,positive,True,29,4,25,20,1,1,10,0.444
GSS,L04_SV28,negative,False,1004,4,48,6,0,0,3,0.111
GSS,L04_SV28,positive,True,1004,4,42,0,0,0,8,0.000
GSS,L04_SV29,negative,False,1392,4,5,0,6,0,15,0.000
GSS,L04_SV29,positive,True,1392,4,7,2,52,0,3,0.222
GSS,L04_SV30,negative,True,745,4,8,43,13,0,0,0.843
GSS,L04_SV30,positive,False,745,4,49,0,0,0,3,0.000
GSS,L04_SV31,negative,False,842,4,0,1,41,0,6,1.000
GSS,L04_SV31,positive,True,842,4,53,0,0,0,5,0.000
GSS,L04_SV32,negative,False,297,4,15,5,8,0,13,0.250
GSS,L04_SV32,positive,True,297,4,39,2,0,0,3,0.049
GSS,L04_SV33,negative,False,556,4,32,26,0,0,3,0.448
GSS,L04_SV33,positive,True,556,4,4,0,0,0,2,0.000
GSS,L04_SV34,negative,True,253,4,27,7,0,0,18,0.206
GSS,L04_SV34,positive,False,253,4,33,1,16,0,3,0.029
GSS,L04_SV35,negative,False,476,4,5,2,50,0,1,0.286
GSS,L04_SV35,positive,True,476,4,48,0,0,0,9,0.000
GSS,L04_SV36,negative,True,519,4,8,12,15,0,3,0.600
GSS,L04_SV36,positive,False,519,4,51,0,0,0,8,0.000
GSS,L04_SV37,negative,False,630,4,7,0,8,0,3,0.000
GSS,L04_SV37,positive,True,630,4,62,0,0,0,1,0.000
GSS,L04_SV38,negative,False,454,4,13,17,19,0,10,0.567
GSS,L04_SV38,positive,True,454,4,6,0,49,0,0,0.000
GSS,L04_SV39,negative,False,859,4,0,17,18,0,2,1.000
GSS,L04_SV39,positive,True,859,4,54,0,0,0,7,0.000
GSS,L04_SV40,negative,True,1093,4,6,9,18,0,12,0.600
GSS,L04_SV40,positive,False,1093,4,35,7,19,0,2,0.167
GSS,L04_SV41,negative,True,945,4,14,0,0,0,8,0.000
GSS,L04_SV41,positive,False,945,4,42,0,17,0,4,0.000
GSS,L04_SV42,negative,True,497,4,1,9,32,0,3,0.900
GSS,L04_SV42,positive,False,497,4,58,0,0,0,5,0.000
GSS,L04_SV43,negative,True,1241,4,8,0,37,0,15,0.000
GSS,L04_SV43,positive,False,1241,4,2,0,2,0,0,0.000
GSS,L04_SV44,negative,True,946,4,6,0,3,0,2,0.000
GSS,L04_SV44,positive,False,946,4,10,0,6,0,7,0.000
GSS,L04_SV45,negative,False,736,4,20,3,19,0,16,0.130
GSS,L04_SV45,positive,True,736,4,36,1,2,0,10,0.027
GSS,L04_SV46,negative,False,810,4,56,0,0,0,4,0.000
GSS,L04_SV46,positive,True,810,4,17,5,11,0,9,0.227
GSS,L04_SV47,negative,False,629,4,0,0,0,0,1,
GSS,L04_SV47,positive,True,629,4,29,0,14,0,18,0.000
GSS,L04_SV48,negative,True,969,4,41,0,0,0,13,0.000
GSS,L04_SV48,positive,False,969,4,0,0,63,0,0,
GSS,L04_SV49,negative,True,315,4,25,28,0,0,11,0.528
GSS,L04_SV49,positive,False,315,4,0,0,62,0,0,
GSS,L04_SV50,negative,True,551,4,20,0,0,0,7,0.000
GSS,L04_SV50,positive,False,551,4,6,4,12,0,3,0.400
GSS,L04_SV51,negative,True,714,4,10,29,3,0,12,0.744
GSS,L04_SV51,positive,False,714,4,29,3,0,1,4,0.094
GSS,L04_SV52,negative,True,43,4,33,15,0,0,8,0.312
GSS,L04_SV52,positive,False,43,4,60,0,0,0,2,0.000
GSS,L04_SV53,negative,True,1364,4,35,0,0,0,3,0.000
GSS,L04_SV53,positive,False,1364,4,0,0,62,0,1,
GSS,L04_SV54,negative,False,805,4,40,4,0,0,10,0.091
GSS,L04_SV54,positive,True,805,4,23,23,0,0,11,0.500
GSS,L04_SV55,negative,False,909,4,35,1,3,0,13,0.028
GSS,L04_SV55,positive,True,909,4,30,2,6,0,9,0.062
GSS,L04_SV56,negative,False,580,4,40,1,1,0,0,0.024
GSS,L04_SV56,positive,True,580,4,13,0,23,0,18,0.000
GSS,L04_SV57,negative,True,711,4,56,7,0,0,0,0.111
GSS,L04_SV57,positive,False,711,4,29,0,3,0,16,0.000
GSS,L04_SV58,negative,True,644,4,53,0,3,0,7,0.000
GSS,L04_SV58,positive,False,644,4,32,0,1,0,7,0.000
GSS,L04_SV59,negative,True,525,4,51,1,2,0,5,0.019
GSS,L04_SV59,positive,False,525,4,5,2,15,0,8,0.286
GSS,L04_SV60,negative,True,868,4,46,4,0,3,8,0.080
GSS,L04_SV60,positive,False,868,4,18,1,0,0,0,0.053
GSS,L04_SV61,negative,True,696,4,10,1,2,0,5,0.091
GSS,L04_SV61,positive,False,696,4,32,6,18,0,6,0.158
GSS,L04_SV62,negative,True,1187,4,24,1,2,0,9,0.040
GSS,L04_SV62,positive,False,1187,4,16,20,16,0,2,0.556
GSS,L04_SV63,negative,True,902,4,42,4,0,0,12,0.087
GSS,L04_SV63,positive,False,902,4,11,5,5,0,6,0.312
GSS,L04_SV64,negative,True,1321,4,21,1,29,0,8,0.045
GSS,L04_SV64,positive,False,1321,4,41,0,0,0,13,0.000
GSS,L05_SV01,negative,True,1440,5,0,0,64,0,0,
GSS,L05_SV01,positive,False,1440,5,25,0,0,0,20,0.000
GSS,L05_SV02,negative,True,1470,5,6,0,58,0,0,0.000
GSS,L05_SV02,positive,False,1470,5,46,0,0,0,15,0.000
GSS,L05_SV03,negative,False,1200,5,11,1,1,0,7,0.083
GSS,L05_SV03,positive,True,1200,5,3,0,58,0,3,0.000
GSS,L05_SV04,negative,False,1415,5,51,1,1,0,1,0.019
GSS,L05_SV04,positive,True,1415,5,0,0,0,0,0,
GSS,L05_SV05,negative,True,1248,5,2,4,1,0,0,0.667
GSS,L05_SV05,positive,False,1248,5,11,0,1,5,7,0.000
GSS,L05_SV06,negative,False,1245,5,55,2,7,0,0,0.035
