candidate,sign,rank,z,raw,pid,position,kept_position,token,context,trace_z
L09/SV03,positive,23,2.9642275521865153,96.00951385498047,fineweb_discovery_0015,235,234, gathering,"A “learning with scientists” activity looks different from an ordinary class. Students forget about recess, remain in the classroom,⟦ gathering⟧ around the scientist, volunteering in the Association, asking questions, and are obviously full of curiosity.\nClasses in"," class{-0.07} .{+0.69}  Students{+0.33}  forget{+0.76}  about{+1.11}  recess{-0.11} ,{+1.05}  remain{+1.87}  in{-0.09}  the{-0.90}  classroom{+0.90} ,{+0.78} ⟦ gathering{+2.96}⟧  around{+1.45}  the{+0.33}  scientist{+0.40} ,{+0.92}  volunteering{+1.75}  in{+0.95}  the{-0.79}  Association{+1.36} ,{+0.55}  asking{+1.84}  questions{+0.47} ,{+0.25}"
L09/SV03,positive,24,2.9639260316118845,96.00419616699219,fineweb_discovery_0180,58,57, acknowledgment," wrote the modern version of the oath in 1964. His interpretation emphasizes caring, sound treatment, humility, compassion and⟦ acknowledgment⟧ of a patient's humanity. It also mentions the importance of prevention by maintaining good health.\nMost Western medical students say an oath"," His{-0.28}  interpretation{+1.95}  emphasizes{+2.08}  caring{+1.13} ,{+0.55}  sound{-0.15}  treatment{+1.02} ,{-0.26}  humility{+0.76} ,{-0.26}  compassion{+0.31}  and{+0.91} ⟦ acknowledgment{+2.96}⟧  of{+0.58}  a{-0.93}  patient's{+1.72}  humanity{+0.49} .{+0.03}  It{-0.50}  also{+0.98}  mentions{+1.69}  the{-0.55}  importance{+1.80}  of{-0.21}  prevention{+0.85}"
L09/SV03,positive,25,2.937138718810916,95.53176879882812,fineweb_discovery_0340,87,86, acknowledged,"Bay's millions of sellers and buyers to connect. That reality never materialized, and current CEO John Donahoe has⟦ acknowledged⟧ that synergies between eBay and Skype are nonexistent.\nStill, Skype is on a tear, growing at double digits and"," never{+0.32}  material{-1.73} ized{+0.72} ,{-0.29}  and{+0.45}  current{+1.31}  CEO{-0.03}  John{-1.10}  Don{-2.50} ah{-2.28} oe{-1.46}  has{+0.32} ⟦ acknowledged{+2.94}⟧  that{+0.53}  sy{-2.34} nergies{+0.08}  between{+1.43}  e{-2.04} Bay{-1.06}  and{+0.20}  Skype{-1.41}  are{+0.50}  nonexistent{+1.02} .\n{-0.69} Still{+0.70}"
L09/SV03,positive,26,2.9183696037872475,95.20075225830078,fineweb_discovery_0102,63,62, mention,"’re left holding the bag, and will have to pay the bank for the amount of the check. This is not to⟦ mention⟧ the possibility of law suits and/or criminal charges you may face. If you thought that once a check cleared it was a", bank{-0.89}  for{+0.90}  the{-0.63}  amount{+0.47}  of{+0.61}  the{-0.19}  check{+0.07} .{-0.26}  This{+0.54}  is{-0.29}  not{+0.60}  to{+0.47} ⟦ mention{+2.92}⟧  the{-0.65}  possibility{+1.53}  of{-0.55}  law{-1.21}  suits{+0.01}  and{+0.95} /or{+1.94}  criminal{-0.30}  charges{+0.27}  you{-0.21}  may{+0.61}  face{+0.32}
L09/SV03,positive,27,2.915097002428452,95.14303588867188,fineweb_discovery_0316,142,141, considering," all,</p>\n<p>Does anyone have any on-hands experience with this lens?</p>\n<p>I'm⟦ considering⟧ buying one for $175.<br>\n<p>Check out this guy.</p>\n<p>Does anyone have any info",-h{-2.05} ands{-0.10}  experience{+1.28}  with{+0.43}  this{-0.13}  lens{-1.82} ?</{-1.27} p{-0.87} >\n{-1.36} <p{-2.17} >{-1.55} I'm{+1.00} ⟦ considering{+2.92}⟧  buying{+1.20}  one{-0.29}  for{+0.02}  ${-1.43} 175{-0.36} .<{-1.57} br{-1.76} >\n{-0.77} <p{-0.47} >{-1.84} Check{+1.13}  out{+0.53}
L09/SV03,positive,28,2.9121397647696647,95.09088134765625,fineweb_discovery_0358,202,201, investigating, former president Suharto.\nJakarta police spokesman Argo Yuwono told The Straits Times yesterday that experts are⟦ investigating⟧ the authenticity of the materials before summoning the alleged individuals for questioning.\nThe case is the latest in a string of accusations, Y{-1.43} uw{-2.44} ono{-0.98}  told{+0.40}  The{-0.21}  Str{-2.23} aits{-1.45}  Times{-0.37}  yesterday{+1.43}  that{+0.45}  experts{+0.45}  are{+0.24} ⟦ investigating{+2.91}⟧  the{+0.12}  authenticity{+0.83}  of{+0.80}  the{-0.99}  materials{+0.35}  before{+1.38}  summ{-1.89} oning{+1.14}  the{-0.37}  alleged{+1.29}  individuals{+0.91}  for{+0.34}
L09/SV03,positive,29,2.9120078224809096,95.08855438232422,fineweb_discovery_0207,217,216, published," on port 5555, and analyze them.\nMicrosoft warns enterprises of new ‘dependency confusion’ attack technique\nMicrosoft has⟦ published⟧ a white paper describing a new “dependency confusion” technique, also known as a “substitution attack.” Researchers determined if"," enterprises{+0.94}  of{+1.23}  new{+0.73}  ‘{-1.15} dependency{+0.38}  confusion{-0.13} ’{+0.83}  attack{+0.47}  technique{+0.36} \n{+0.28} Microsoft{+0.74}  has{+1.19} ⟦ published{+2.91}⟧  a{-0.02}  white{-0.66}  paper{+1.01}  describing{+2.55}  a{-0.39}  new{+1.33}  “{-0.27} dependency{+0.67}  confusion{+0.35} ”{+0.79}  technique{+1.19} ,{+1.08}"
L09/SV03,positive,30,2.904468942919809,94.95559692382812,fineweb_discovery_0324,120,119,ible," the most interesting age group, however was the 16-24 bracket. For the first time, there was no discern⟦ible⟧ gap in terms of employment at this age. The authors of the report stated that it was reasonable to expect that the gap","24{-0.75}  bracket{+0.64} .{+0.40}  For{+0.35}  the{-0.85}  first{+0.81}  time{+0.93} ,{+0.29}  there{-1.53}  was{+2.21}  no{+0.73}  discern{-1.40} ⟦ible{+2.90}⟧  gap{-0.28}  in{+0.40}  terms{-1.80}  of{+1.72}  employment{+1.09}  at{+0.25}  this{+0.11}  age{-0.07} .{+0.43}  The{+0.60}  authors{+0.60}  of{+1.17}"
L09/SV03,negative,1,-4.18283402523862,-30.037750244140625,fineweb_discovery_0346,197,196,am," concentration (time>EC50) is the pharmacodynamic (PD) index predicting the inhibition of viral replication by intravenous zan⟦am⟧ivir. However, for other neuraminidase inhibitors, the ratio of the area under the concentration-time curve to the","PD{-1.97} ){+0.05}  index{+0.10}  predicting{+2.85}  the{+0.13}  inhibition{+1.56}  of{+1.24}  viral{-0.57}  replication{+0.61}  by{+1.16}  intravenous{+0.45}  zan{-2.53} ⟦am{-4.18}⟧ ivir{-1.33} .{+0.04}  However{+0.53} ,{+0.35}  for{+0.29}  other{+0.92}  neur{-2.68} amin{-2.74} id{-3.05} ase{-1.17}  inhibitors{+0.42} ,{+0.87}"
L09/SV03,negative,2,-4.114438387230469,-28.83150863647461,fineweb_discovery_0026,2,1,un,"Pet⟦un⟧ias are among the most popular of garden flowers. They’re easy to care for, inexpensive, and fill the garden with",Pet{-1.97} ⟦un{-4.11}⟧ ias{-1.75}  are{+0.21}  among{+0.82}  the{-0.07}  most{+0.59}  popular{+2.18}  of{+0.93}  garden{-0.51}  flowers{+0.21} .{+0.21}  They{-0.86} ’re{+1.48}
L09/SV03,negative,3,-4.0583138146742135,-27.84168243408203,fineweb_discovery_0211,88,87, Pr," predictable, at the very least to have a 2-24 hour window of notice before you have sex.\nTo initiate⟦ Pr⟧EP on demand you need to take 2 tablets of PrEP at the very least 2h before you have sex",24{-0.16}  hour{+0.87}  window{+0.22}  of{+1.02}  notice{+0.80}  before{+1.25}  you{-0.55}  have{+1.35}  sex{-0.86} .\n{-0.36} To{+0.79}  initiate{+1.57} ⟦ Pr{-4.06}⟧ EP{-1.11}  on{-1.11}  demand{+0.69}  you{+0.79}  need{+1.23}  to{-0.32}  take{+0.61}  {-2.84} 2{-0.82}  tablets{+0.04}  of{+0.58}  Pr{-2.37}
L09/SV03,negative,4,-4.009720767518702,-26.984683990478516,fineweb_discovery_0242,10,9,oc,", Jake Levesque, & Simon Lar⟦oc⟧hette and recorded at The Sugar Shack Recording Studio with funding from the Ontario Arts Council, the Westminster College Foundation, and the",",{-1.37}  Jake{-0.77}  Le{-2.81} ves{-2.93} que{-0.60} ,{-0.38}  &{-1.30}  Simon{-0.83}  Lar{-3.28} ⟦oc{-4.01}⟧ hette{-0.61}  and{+0.05}  recorded{+0.74}  at{-1.37}  The{-1.14}  Sugar{-2.39}  Shack{-1.28}  Recording{+0.48}  Studio{-0.31}  with{-0.41}  funding{+0.16}  from{-0.94}"
L09/SV03,negative,5,-3.9382216738399625,-25.723709106445312,fineweb_discovery_0322,7,6, R," serial was released, but George⟦ R⟧. R. Martin’s income has grown significantly since 2011. The author has not finished the saga of the books"," serial{-1.09}  was{-0.09}  released{+0.87} ,{+0.36}  but{+0.41}  George{-1.39} ⟦ R{-3.94}⟧ .{-1.29}  R{-2.11} .{-0.93}  Martin{-1.37} ’s{-0.24}  income{-0.35}  has{-0.55}  grown{-0.31}  significantly{+1.29}  since{-0.22}  {-2.17} 201{-2.52}"
L09/SV03,negative,6,-3.8772911574905096,-24.649124145507812,fineweb_discovery_0079,5,4,af," University of Louisiana-L⟦af⟧ayette.\nAlso coming away with first-place finishes were Sabastian Wee and Anna Yang. Wee, 2012-13", University{+0.23}  of{-0.20}  Louisiana{-1.23} -L{-2.65} ⟦af{-3.88}⟧ ayette{-0.27} .\n{-0.81} Also{+0.34}  coming{+1.23}  away{+0.84}  with{+0.98}  first{+0.76} -place{+0.35}  finishes{+0.64}  were{+1.16}  Sab{-2.30} astian{+0.60}
L09/SV03,negative,7,-3.8154597564973436,-23.558650970458984,fineweb_discovery_0173,76,75,ate," brown and light red motifs of flowers, leafs and palmettes. Another interesting and most recognisable aspect of Nab⟦ate⟧an terracotta wares is the thinness of the vessels’ walls, known as egg-shell vessels. Such vessels,",met{-2.29} tes{-1.29} .{-0.15}  Another{+1.17}  interesting{+1.93}  and{-0.41}  most{+0.62}  recogn{-1.37} isable{+1.92}  aspect{+0.87}  of{+0.30}  Nab{-3.08} ⟦ate{-3.82}⟧ an{-1.00}  terr{-2.70} acotta{-0.74}  wa{-2.36} res{-0.88}  is{+0.99}  the{-0.62}  thin{-0.28} ness{-0.33}  of{+0.57}  the{-1.28}  vessels{-0.03}
L09/SV03,negative,8,-3.8114393019199073,-23.48774528503418,fineweb_discovery_0228,1,0,ck,"⟦ck⟧ Rolled Rubber, Rubber Weight Room Flooring\nTop Features for Rolled Rubber 3/8 Inch 17% Color","⟦ck{-3.81}⟧  Rol{-2.02} led{-0.81}  Rubber{-1.53} ,{+0.39}  Rubber{-1.10}  Weight{-0.68}  Room{-0.89}  Flooring{+0.17} \n{-1.21} Top{-0.94}  Features{+0.44}  for{+0.88}"
L09/SV03,negative,9,-3.743965421392953,-22.297760009765625,fineweb_discovery_0234,137,136,oz," San Jose Mercury News reports it was one of only about 200 first-generation desktop computers assembled by Steve Jobs, Steve W⟦oz⟧niak and Ron Wayne in 1976.\n""We really couldn't believe our eyes. We thought it was fake,"" G","200{-0.42}  first{+0.28} -generation{+0.49}  desktop{+0.04}  computers{+0.76}  assembled{+1.06}  by{+0.82}  Steve{-1.61}  Jobs{-1.14} ,{+0.05}  Steve{-0.45}  W{-1.89} ⟦oz{-3.74}⟧ ni{-2.35} ak{-1.69}  and{-0.15}  Ron{-1.59}  Wayne{-1.33}  in{+0.14}  {-1.81} 197{-1.32} 6{-0.23} .\n{-1.00} ""We{-0.40}  really{+1.09}"
L09/SV03,negative,10,-3.739997527432185,-22.227781295776367,fineweb_discovery_0334,9,8, Gen," address being listed at 1428 North⟦ Gen⟧esee Avenue, everyone knows the house is actually on Elm Street:\nHighlights include an open, retro-modern kitchen, beautiful"," address{-0.83}  being{+1.57}  listed{+1.63}  at{-0.65}  {-2.05} 142{-1.62} 8{-1.58}  North{-1.88} ⟦ Gen{-3.74}⟧ ese{-2.95} e{-2.19}  Avenue{-0.57} ,{+0.77}  everyone{+1.17}  knows{+1.08}  the{+0.31}  house{-0.05}  is{+1.02}  actually{+1.54}  on{-0.33}  Elm{-1.70}"
L09/SV03,negative,11,-3.721979185661416,-21.910005569458008,fineweb_discovery_0206,2,1,w," (⟦w⟧ix) not working for everyone right now? Get current Wix.com (wix) outages, status, timeouts and", ({-1.68} ⟦w{-3.72}⟧ ix{-2.58} ){-0.18}  not{-0.77}  working{+1.05}  for{-0.87}  everyone{+0.65}  right{-0.82}  now{+0.48} ?{+0.15}  Get{+0.15}  current{+1.12}  Wix{-0.97}
L09/SV03,negative,12,-3.7089539943246934,-21.68029022216797,fineweb_discovery_0357,1,0,d,"⟦d⟧rew himself from the company of men”.\nThe Sistine Chapel, which took approximately four years to complete (1508–",⟦d{-3.71}⟧ rew{-1.08}  himself{-0.97}  from{-1.41}  the{-1.02}  company{-0.19}  of{-0.31}  men{-1.36} ”.\n{-1.68} The{-0.73}  Sist{-2.21} ine{-0.68}  Chapel{-0.34}
L09/SV03,negative,13,-3.7031744894795504,-21.57836151123047,fineweb_discovery_0227,3,2,arr,", Gal⟦arr⟧aga defended Joyce and accepted his apology.\n3. Shawn Crawford, 2008 Beijing Olympics\nFinished fourth, but was",",{-1.37}  Gal{-2.47} ⟦arr{-3.70}⟧ aga{-1.27}  defended{+0.23}  Joyce{-1.31}  and{-0.32}  accepted{+0.31}  his{-1.21}  apology{+0.41} .\n{-1.44} 3{-2.10} .{-1.24}  Shawn{-0.94}  Crawford{-0.75}"
L09/SV03,negative,14,-3.6486455534218956,-20.616676330566406,fineweb_discovery_0233,15,14, Ge,". 2018, which also includes some initial calibration results from the⟦ Ge⟧ostationary Interferometric IR Sounder (GIIRS).\nHank Revercomb, Dave Tobin, Bob Kn","201{-1.88} 8{-0.99} ,{+0.11}  which{+0.43}  also{-0.09}  includes{+1.04}  some{+0.18}  initial{+0.74}  calibration{+0.57}  results{-0.32}  from{-0.23}  the{-1.03} ⟦ Ge{-3.65}⟧ ost{-3.27} ation{-1.55} ary{-0.37}  Inter{-2.26} fer{-1.65} ometric{+0.05}  IR{-1.71}  Sound{-2.28} er{-0.88}  ({-1.68} GI{-2.27} IRS{-1.58}"
L09/SV03,negative,15,-3.6181917590853727,-20.079586029052734,fineweb_discovery_0096,8,7, dol,"itia animi, id est laborum et⟦ dol⟧orum fuga. Et harum quidem rerum facilis est et expedita distinctio. Nam libero tempore, cum soluta nobis","itia{-1.37}  animi{-1.48} ,{-0.76}  id{-2.60}  est{-1.48}  laborum{-0.94}  et{-2.45} ⟦ dol{-3.62}⟧ orum{-1.10}  fuga{-1.29} .{-1.05}  Et{-1.30}  harum{-1.80}  quidem{-1.22}  rerum{-1.27}  facil{-1.87} is{-1.00}  est{-0.99}  et{-1.49}  exped{-2.30}"
L09/SV03,negative,16,-3.5892740109186767,-19.5695858001709,fineweb_discovery_0084,39,38,st," clear your clutter and enjoy the unique magic of a tidy home.\nSomething for your boys’ weekend\nPositively Un⟦st⟧oppable: The Art of Owning It by Diamond Dallas Page, narrated by Joe Barrett, Diamond Dallas Page\nGearing",.\n{-1.34} Something{+0.03}  for{-0.16}  your{-0.77}  boys{-0.83} ’{-0.23}  weekend{-0.37} \n{-0.57} Pos{-2.10} it{-1.38} ively{+0.96}  Un{-2.02} ⟦st{-3.59}⟧ oppable{+0.80} :{+0.42}  The{-0.68}  Art{-0.83}  of{+0.62}  Ow{-2.40} ning{+1.13}  It{-0.45}  by{+0.51}  Diamond{-0.94}  Dallas{-1.03}  Page{-0.95}
L09/SV03,negative,17,-3.567724482533036,-19.189533233642578,fineweb_discovery_0310,82,81,x," the previous github bot was written already) was made.\nThe platform is currently running live at https://sampleplatform.cce⟦x⟧tractor.org/, and the source code for the entire platform & GitHub integration can be found on https://github.com/c"," platform{+0.15}  is{+0.22}  currently{+2.00}  running{+1.71}  live{+0.36}  at{-0.42}  https{-2.39} ://{-0.64} sample{-0.67} platform{-1.11} .c{-3.13} ce{-2.61} ⟦x{-3.57}⟧ tractor{-0.64} .org{-1.66} /,{-0.13}  and{+0.40}  the{-0.49}  source{-0.55}  code{-0.44}  for{-0.14}  the{-1.23}  entire{+0.95}  platform{+0.50}  &{-0.01}"
L09/SV03,negative,18,-3.5342054092701303,-18.5983829498291,fineweb_discovery_0331,57,56,res, five restaurant complex is another development in Doncaster's Civic and Cultural Quarter. Located next to Cast it frames Sir Nigel G⟦res⟧ley Square and provides additional attractions to draw people into town and the Waterdale area.\nThe new look Wool Market opened on, Cultural{+0.41}  Quarter{-0.23} .{+0.50}  Located{+2.03}  next{+0.08}  to{+0.97}  Cast{-1.46}  it{-0.37}  frames{+0.42}  Sir{-0.73}  Nigel{-0.76}  G{-2.75} ⟦res{-3.53}⟧ ley{-0.58}  Square{-0.70}  and{+0.48}  provides{+1.39}  additional{+2.28}  attractions{+1.20}  to{+0.87}  draw{+0.53}  people{+0.57}  into{+0.62}  town{-0.77}  and{+0.44}
L09/SV03,negative,19,-3.5323340999075645,-18.565380096435547,fineweb_discovery_0047,250,249,dom," to monitor electronic communications between terrorists, which the Left falsely painted as both “illegal,” (it’s not), and “⟦dom⟧estic spying” (it’s"," as{+0.54}  both{+1.55}  “{-1.03} illegal{+0.20} ,”{+0.96}  ({-0.06} it{-1.35} ’s{+0.53}  not{-0.26} ),{+0.92}  and{+0.89}  “{-1.76} ⟦dom{-3.53}⟧ estic{-0.31}  spying{-0.12} ”{+0.50}  ({-0.58} it{-1.79} ’s{-0.86}"
L09/SV03,negative,20,-3.5137222341362317,-18.237136840820312,fineweb_discovery_0364,197,196,OD," Combat Corruption, Money Laundering and to Foster Asset Recovery in Egypt"", signed between the Government of Egypt and UN⟦OD⟧C in 2011. In addition to fostering measures on asset recovery, the project aims to provide anti-corruption authorities"," Recovery{+0.52}  in{+0.21}  Egypt{-0.87} "",{+0.91}  signed{+1.16}  between{+1.26}  the{-0.64}  Government{+0.33}  of{-1.03}  Egypt{-0.07}  and{+0.56}  UN{-1.58} ⟦OD{-3.51}⟧ C{-1.99}  in{+0.19}  {-2.17} 201{-2.07} 1{-0.55} .{-0.36}  In{-0.42}  addition{+1.25}  to{+0.89}  fostering{+2.41}  measures{+1.40}  on{+0.76}"
L09/SV03,negative,21,-3.4802242500096434,-17.646358489990234,fineweb_discovery_0278,205,204,-t," fret over.\n“It looks like the majority (of the IMCO) is in favor of deleting the bulk of the anti⟦-t⟧ampering provisions. There will be a couple of points that will remain about defining powertrain, but basically, our point",CO{-1.43} ){+0.53}  is{+0.58}  in{+0.46}  favor{+1.13}  of{+0.65}  deleting{+1.23}  the{-0.93}  bulk{-0.46}  of{+0.85}  the{-1.22}  anti{-1.39} ⟦-t{-3.48}⟧ am{-2.33} pering{+0.50}  provisions{+1.33} .{-0.21}  There{-0.32}  will{+0.52}  be{-0.25}  a{-0.81}  couple{+0.60}  of{+0.02}  points{+0.45}  that{+0.70}
L09/SV03,negative,22,-3.4699549221172306,-17.465246200561523,fineweb_discovery_0044,105,104,ox,"\nEthoxylates – our new study reveals trends, R&D progress, and predicted revenues\nWhere is the Eth⟦ox⟧ylates market heading? If you are involved in this sector you must read this brand new report. Visiongain’s report"," R{-2.24} &D{-0.36}  progress{+0.70} ,{-0.62}  and{+1.30}  predicted{+1.85}  revenues{+0.39} \n{-0.63} Where{+0.28}  is{+0.51}  the{-0.28}  Eth{-1.93} ⟦ox{-3.47}⟧ yl{-1.51} ates{+0.64}  market{+0.51}  heading{+1.81} ?{+0.82}  If{+0.59}  you{-1.77}  are{+1.37}  involved{+1.69}  in{-0.53}  this{-0.56}  sector{+0.46}"
L09/SV03,negative,23,-3.4469391039357355,-17.05933380126953,fineweb_discovery_0011,1,0,0,"⟦0⟧ 9/27/97, Clayton Bartholomew wrote:\n>Rod Decker Wrote:\n>EIS TON","⟦0{-3.45}⟧  {-2.17} 9{-1.96} /{-2.47} 27{-1.11} /{-2.13} 97{-1.24} ,{-0.22}  Clayton{-1.20}  Bar{-2.48} thol{-2.01} ome{-2.35} w{-0.16}"
L09/SV03,negative,24,-3.4273942331438367,-16.714635848999023,fineweb_discovery_0294,2,1,gh,"ber⟦gh⟧ is officially in the Yorkshire Dales, although it’s actually in Cumbria rather than North Yorkshire. Designated as ‘","ber{-3.15} ⟦gh{-3.43}⟧  is{-0.15}  officially{+1.97}  in{+0.20}  the{-0.00}  Yorkshire{-0.58}  D{-2.64} ales{-1.47} ,{+0.82}  although{+1.07}  it{-1.32} ’s{+0.45}  actually{+1.34}"
L09/SV03,negative,25,-3.426516168027113,-16.69915008544922,fineweb_discovery_0140,20,19, DK,levingne stood on the sign at department store Bloomingdale's to promote her new range for⟦ DK⟧NY on Saturday morning\nToned tum: She flashed her abs in a tiny crop top and personalised tracksuit bottoms\n, department{-0.88}  store{-0.50}  Bloom{-0.81} ing{-1.27} dale{-1.21} 's{-0.21}  to{-0.04}  promote{+1.05}  her{-0.68}  new{-0.06}  range{+0.01}  for{-0.53} ⟦ DK{-3.43}⟧ NY{-2.62}  on{-0.67}  Saturday{-0.29}  morning{+0.46} \n{-1.32} T{-2.13} oned{-0.96}  tum{-1.75} :{+0.59}  She{+0.45}  flashed{+0.41}  her{-0.89}
L09/SV03,negative,26,-3.4211969471007753,-16.60533905029297,fineweb_discovery_0182,203,202, ros,"anie from Phoenix, AZ: I wish I could be in the March…..I will be fasting today and do a family⟦ ros⟧ary tonight after school and work.\nHarry and Dottie D from PA: We’ll be fasting and praying today for all", the{-1.11}  March{-0.99} …..{-0.57} I{+0.08}  will{+0.65}  be{-0.61}  fasting{-0.07}  today{+0.53}  and{+0.75}  do{-0.43}  a{-1.25}  family{-0.26} ⟦ ros{-3.42}⟧ ary{-0.56}  tonight{+0.14}  after{+0.69}  school{+0.19}  and{+0.51}  work{-0.68} .\n{-1.05} Harry{-0.54}  and{-0.45}  D{-1.36} ottie{-0.34}  D{-1.72}
L09/SV03,negative,27,-3.4174809331322287,-16.53980255126953,fineweb_discovery_0152,84,83,ab,", several great-grandchildren; brother Joseph and Diana Mozilo of Boca Raton, Fl; sister Nancy and James Torn⟦ab⟧ene of Vero Beach, Fl; and several nieces and nephews\nA funeral mass will be held 11 am on"," of{-0.46}  Boca{-1.86}  R{-3.38} aton{-1.41} ,{-0.44}  Fl{-1.86} ;{-0.39}  sister{-0.45}  Nancy{-1.07}  and{-0.37}  James{-1.30}  Torn{-2.53} ⟦ab{-3.42}⟧ ene{-0.97}  of{-0.77}  V{-2.84} ero{-2.21}  Beach{-1.63} ,{-0.46}  Fl{-1.57} ;{-0.86}  and{-0.69}  several{+0.22}  nieces{-1.33}  and{-0.97}"
L09/SV03,negative,28,-3.4080831813915187,-16.374061584472656,fineweb_discovery_0028,255,254, tw, added their gift card and some candy. Also wanted to mention I just poked a hole in the back and added the⟦ tw⟧ine, I{-0.71}  just{+0.31}  pok{-2.50} ed{-0.36}  a{-1.56}  hole{-0.42}  in{-0.37}  the{-1.19}  back{-0.28}  and{+0.01}  added{+0.54}  the{-0.76} ⟦ tw{-3.41}⟧ ine{-1.58}
L09/SV03,negative,29,-3.4020464972327207,-16.267597198486328,fineweb_discovery_0265,210,209,Sex," health issues and/or substances abuse which may sometimes accompany a sexual concern. Therefore, when seeking out the assistance of a “⟦Sex⟧pert,” it is important to do your homework. Make sure that the “Sexpert” that you are seeking information from"," concern{+0.70} .{-0.56}  Therefore{+0.52} ,{-0.26}  when{+0.80}  seeking{+1.98}  out{+1.01}  the{-0.64}  assistance{+1.92}  of{+1.34}  a{-0.95}  “{-1.74} ⟦Sex{-3.40}⟧ pert{-1.30} ,”{+0.34}  it{-1.00}  is{-0.79}  important{+1.63}  to{-0.59}  do{-0.39}  your{-1.07}  homework{+0.20} .{+0.24}  Make{-0.16}  sure{+1.20}"
L09/SV03,negative,30,-3.3734235643768002,-15.762796401977539,fineweb_discovery_0029,183,182,ES,” and “STG” (technology and business subjects) to “L” (litterature focus) and “⟦ES⟧”. In my new schedule I’ll have “S” (science).\nSo far I’ve found the STI to be the, to{+0.64}  “{-2.17} L{-2.64} ”{-1.08}  ({-0.34} l{-2.19} itter{-0.13} ature{+0.01}  focus{+0.97} ){+0.20}  and{+0.13}  “{-2.61} ⟦ES{-3.37}⟧ ”.{-0.41}  In{-0.03}  my{+0.48}  new{+0.37}  schedule{+0.89}  I{+0.50} ’ll{+0.46}  have{+0.56}  “{-1.13} S{-2.66} ”{-0.74}  ({-0.52}
L10/SV03,positive,1,3.453096713949683,108.17568969726562,fineweb_discovery_0315,24,23, providing," American Plumbing, Your Plumbers in New Port Richey & Surrounding Areas!\nAll American Plumbing Services has been⟦ providing⟧ dependable professional plumbing services to homeowners and business owners in the Tampa Bay area for over 10 years. With 24/",y{-0.46}  &{-0.64}  Surround{-1.66} ing{+0.82}  Areas{+0.42} !\n{+0.01} All{-0.13}  American{+0.63}  Plumbing{+0.48}  Services{+0.38}  has{+1.09}  been{+2.10} ⟦ providing{+3.45}⟧  dependable{+1.44}  professional{+1.60}  plumbing{-0.34}  services{+1.45}  to{+1.63}  homeowners{+0.29}  and{+0.02}  business{-0.49}  owners{+0.95}  in{+0.38}  the{-0.97}  Tampa{-1.39}
L10/SV03,positive,2,3.2843991727342092,104.806640625,fineweb_discovery_0103,133,132, being," KLE Family.\nThe event formally commenced with a 3 days, 7-a-side Flood Light Football tournament which is⟦ being⟧ played at the Lingraj College grounds, Belagavi. The tournament commenced with a ceremonial kick off by renowned sports exponent"," days{+0.11} ,{+1.06}  {-1.60} 7{-0.52} -a{-0.75} -side{-0.10}  Flood{-1.11}  Light{+0.37}  Football{+0.09}  tournament{+0.79}  which{+1.16}  is{+0.37} ⟦ being{+3.28}⟧  played{+2.14}  at{+0.55}  the{-0.69}  Ling{-1.28} raj{-1.30}  College{-0.15}  grounds{-0.20} ,{+1.08}  Bel{-1.42} ag{-2.17} avi{-0.68} .{+0.22}"
L10/SV03,positive,3,3.2380076163172724,103.88015747070312,fineweb_discovery_0212,243,242, being," USD ), which are expensive for a huge cross section of Guys, the point is also that Gynecomastia surgical procedure⟦ being⟧ actually a cosmetic operation is not taken care of by insurance.\nS",",{+1.47}  the{+1.36}  point{+0.77}  is{+1.68}  also{+1.74}  that{+0.90}  Gy{-1.68} ne{-2.32} com{-2.41} astia{-1.19}  surgical{+0.72}  procedure{+1.46} ⟦ being{+3.24}⟧  actually{+3.03}  a{+0.35}  cosmetic{-0.11}  operation{+1.39}  is{+1.18}  not{+0.34}  taken{+1.42}  care{+1.25}  of{+1.74}  by{+1.44}  insurance{+0.43} .\n{-0.72}"
L10/SV03,positive,4,3.188848290653649,102.89839935302734,fineweb_discovery_0243,239,238, being," decamping off to Belgium a couple years ago. Actually, the strangest part of this trip has been the feeling of⟦ being⟧ in a foreign country, even though it’s a country that I’ve spent almost half"," the{-0.58}  strang{-1.89} est{+0.72}  part{+0.38}  of{+0.47}  this{-0.13}  trip{+0.02}  has{-0.48}  been{+2.54}  the{+0.29}  feeling{+2.24}  of{+0.71} ⟦ being{+3.19}⟧  in{+1.24}  a{-0.64}  foreign{+0.32}  country{+0.92} ,{+1.56}  even{+1.77}  though{+2.11}  it{-1.18} ’s{-0.47}  a{-0.88}  country{+0.89}  that{+1.71}"
L10/SV03,positive,5,3.155601059491476,102.23442077636719,fineweb_discovery_0101,222,221, delivering," Farms, e-Learning, e-Commerce, Media & Entertainment and more.\nOur strategies and personal approach make us unique in⟦ delivering⟧ customized business solutions focusing on customer satisfaction and quality. Our talented and experienced team of dedicated professionals helps businesses translate ideas and vision", and{+0.50}  more{+0.81} .\n{-1.09} Our{+0.24}  strategies{+1.01}  and{+0.94}  personal{+1.19}  approach{+1.46}  make{+0.93}  us{-0.53}  unique{+0.91}  in{+0.55} ⟦ delivering{+3.16}⟧  customized{+1.21}  business{+0.24}  solutions{+0.91}  focusing{+2.44}  on{-0.34}  customer{+0.89}  satisfaction{+1.87}  and{+1.39}  quality{+0.39} .{+0.38}  Our{-0.19}  talented{+0.42}
